CSV CAN data
Converted from Kvaser Memorator at,2026-04-17 13:47:54
                                                        
Format of data field,HEX
Format of id field,HEX
Timestamp Offset,            0.000000,seconds
Logging started at,2026-04-17 13:47:31
Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter
11.970840,1,20b,2,8,c3,0f,c3,ff,70,00,00,00,8994
11.971100,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,8995
11.971350,1,280,2,8,7f,df,0d,00,00,05,11,dc,8996
11.971560,1,294,2,8,7c,70,c8,01,80,00,80,00,8997
11.971820,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,8998
11.972080,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,8999
11.972290,1,2c8,2,8,00,00,02,00,02,00,00,00,9000
11.972550,1,312,2,8,00,20,8f,0d,00,ff,00,0d,9001
11.972800,1,295,2,8,24,30,90,03,ff,ff,80,00,9002
11.973020,1,2b5,2,8,03,00,02,00,24,00,00,00,9003
11.973270,1,315,2,8,00,02,50,77,00,63,ff,50,9004
11.973530,1,346,2,8,00,00,00,00,00,00,00,00,9005
11.973740,1,350,2,8,0f,02,00,00,00,ff,00,fc,9006
11.974000,1,397,2,8,00,00,00,00,00,3c,00,00,9007
11.974250,1,3eb,2,8,6e,00,62,00,00,00,00,00,9008
11.974510,1,400,2,8,0a,01,01,01,00,00,18,9a,9009
11.974720,1,402,2,8,00,00,00,00,00,04,04,50,9010
11.974980,1,405,2,8,02,3d,3c,00,30,01,5c,15,9011
11.975230,1,407,2,8,06,8e,41,01,20,2a,70,10,9012
11.975450,1,422,2,8,38,00,00,00,00,3f,00,60,9013
11.975700,1,475,2,8,12,12,02,12,02,ee,12,ee,9014
11.975920,1,4f0,2,8,00,00,85,00,00,94,e1,00,9015
11.977500,1,51e,2,8,3f,02,00,04,11,00,00,00,9016
11.977710,1,215,2,8,43,54,c3,49,7b,49,13,49,9017
11.977960,1,255,2,8,88,80,00,00,03,54,83,54,9018
11.978180,1,293,2,8,00,03,27,ff,18,00,0f,ff,9019
11.978430,1,375,2,8,00,00,00,00,53,ff,00,40,9020
11.978690,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9021
11.978900,1,3f3,2,8,5c,5a,02,85,ff,7f,00,80,9022
11.980140,1,217,2,8,25,03,ff,00,7f,ff,00,20,9023
11.980650,1,280,2,8,7f,53,0e,00,00,05,11,dc,9024
11.980910,1,29b,2,8,00,f7,00,00,20,83,00,00,9025
11.981160,1,378,2,8,00,00,00,00,01,7f,01,7f,9026
11.981420,1,398,2,8,00,00,00,00,00,00,00,00,9027
11.981630,1,4f8,2,8,00,00,00,00,50,00,50,00,9028
11.981930,1,3d8,2,8,c8,00,00,00,00,00,00,00,9029
11.983430,1,3cf,2,8,00,00,00,00,00,00,00,00,9030
11.985050,1,39a,2,8,a8,01,02,01,00,00,2e,0a,9031
11.985300,1,250,2,8,00,00,00,00,00,00,00,00,9032
11.985520,1,257,2,8,30,7e,e2,03,d9,06,09,e0,9033
11.985770,1,20b,2,8,c3,10,c3,ff,74,00,00,00,9034
11.985990,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9035
11.986240,1,294,2,8,7c,70,c8,01,80,00,80,00,9036
11.986500,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9037
11.986710,1,380,2,8,6e,00,1d,20,91,b9,6e,6f,9038
11.986970,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9039
11.987220,1,2c8,2,8,00,00,02,00,02,00,00,00,9040
11.987440,1,397,2,8,00,00,00,00,00,3c,00,00,9041
11.987690,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9042
11.987950,1,4ad,2,8,00,00,00,00,00,00,00,02,9043
11.988160,1,293,2,8,00,04,27,ff,20,00,0f,ff,9044
11.988420,1,353,2,8,32,64,4d,00,00,00,00,00,9045
11.990170,1,217,2,8,25,0b,ff,00,7f,ff,00,a0,9046
11.990420,1,337,2,8,0a,00,3e,00,00,00,00,00,9047
11.990680,1,280,2,8,7f,dc,0f,00,00,05,11,dc,9048
11.991790,1,312,2,8,00,20,8f,0e,00,ff,00,0e,9049
11.992470,1,350,2,8,0f,02,00,00,00,ff,00,fc,9050
11.992680,1,4c0,2,8,b4,00,00,8a,00,7e,5b,7f,9051
11.992940,1,215,2,8,43,54,c3,49,7b,49,13,49,9052
11.993150,1,255,2,8,88,80,00,00,03,54,83,54,9053
11.993410,1,295,2,8,24,31,90,04,ff,ff,80,00,9054
11.993620,1,2b5,2,8,03,00,02,00,24,00,00,00,9055
11.993880,1,315,2,8,00,06,50,77,00,f3,ff,50,9056
11.994140,1,355,2,8,33,00,00,00,00,4b,00,00,9057
11.994350,1,375,2,8,00,00,00,00,53,ff,00,40,9058
11.994600,1,4b5,2,8,01,00,00,00,00,00,00,00,9059
11.994860,1,4c5,2,8,00,00,00,00,94,00,4a,13,9060
11.995120,1,4d5,2,8,00,00,04,01,60,f1,4c,00,9061
11.995330,1,4fa,2,8,00,c1,80,4d,27,10,aa,78,9062
11.997120,1,45d,2,8,00,75,00,00,61,04,75,77,9063
11.998060,1,293,2,8,00,05,27,ff,28,00,0f,ff,9064
11.998270,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9065
11.998530,1,3f3,2,8,5c,5a,03,86,ff,7f,00,80,9066
12.000540,1,217,2,8,25,13,ff,00,7f,ff,00,20,9067
12.000790,1,20b,2,8,c3,11,c3,ff,78,00,00,00,9068
12.001000,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9069
12.001260,1,250,2,8,00,00,00,01,00,00,00,00,9070
12.001520,1,257,2,8,30,7e,e2,04,d9,06,0a,e0,9071
12.001730,1,280,2,8,7f,5a,00,00,00,05,11,dc,9072
12.001990,1,294,2,8,7c,70,c8,01,80,00,80,00,9073
12.002240,1,29b,2,8,00,f8,00,00,20,73,00,00,9074
12.002460,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9075
12.002710,1,2c8,2,8,00,00,02,00,02,00,00,00,9076
12.002970,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9077
12.003220,1,346,2,8,00,00,00,00,00,00,00,00,9078
12.003440,1,378,2,8,00,00,00,00,01,7f,01,7f,9079
12.003690,1,397,2,8,00,00,00,00,00,3c,80,00,9080
12.003950,1,398,2,8,00,00,00,00,00,00,00,00,9081
12.004200,1,3cf,2,8,00,00,00,00,00,00,00,00,9082
12.004460,1,3d8,2,8,c8,00,00,00,00,00,00,00,9083
12.004720,1,3eb,2,8,6e,00,62,00,00,00,00,00,9084
12.004930,1,422,2,8,38,00,00,00,01,3f,00,60,9085
12.005190,1,39a,2,8,a8,01,02,00,00,00,2e,0a,9086
12.005400,1,457,2,8,40,00,09,60,06,92,40,80,9087
12.005660,1,475,2,8,12,12,02,12,02,ee,12,ee,9088
12.005870,1,380,2,8,6e,00,1d,20,92,b9,6e,d5,9089
12.006120,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9090
12.006340,1,477,2,8,02,69,00,d5,7f,42,02,00,9091
12.006590,1,4f7,2,8,80,24,00,80,27,10,d5,9a,9092
12.006810,1,4f8,2,8,00,00,00,00,50,00,50,00,9093
12.007060,1,4fb,2,8,00,00,00,00,00,00,00,18,9094
12.007320,1,4fd,2,8,00,00,22,00,00,00,00,00,9095
12.007580,1,4ff,2,8,00,00,00,00,d5,93,9d,1e,9096
12.007790,1,215,2,8,43,54,c3,49,7b,49,13,49,9097
12.008000,1,255,2,8,88,80,00,00,03,54,83,54,9098
12.008260,1,293,2,8,00,06,27,ff,30,00,0f,ff,9099
12.008510,1,375,2,8,00,00,00,00,53,ff,00,40,9100
12.010140,1,217,2,8,25,03,ff,00,7f,ff,00,30,9101
12.010650,1,280,2,8,7f,d5,01,00,00,05,11,dc,9102
12.011800,1,312,2,8,00,20,8f,00,00,ff,00,00,9103
12.012480,1,350,2,8,0f,02,00,00,00,ff,00,fc,9104
12.012740,1,295,2,8,24,32,90,05,ff,ff,80,00,9105
12.012990,1,2b5,2,8,03,00,02,00,24,00,00,00,9106
12.013210,1,315,2,8,00,02,50,77,00,63,ff,50,9107
12.015040,1,250,2,8,00,00,00,00,00,00,00,00,9108
12.015260,1,257,2,8,30,7e,e2,05,d9,06,0b,e0,9109
12.015510,1,337,2,8,0a,c0,3e,00,00,00,00,00,9110
12.015770,1,20b,2,8,c3,03,c3,ff,40,00,00,00,9111
12.015980,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9112
12.016240,1,294,2,8,7c,70,c8,01,80,00,80,00,9113
12.016490,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9114
12.016750,1,397,2,8,00,00,00,00,00,3c,00,00,9115
12.016960,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9116
12.017220,1,2c8,2,8,00,00,02,00,02,00,00,00,9117
12.017470,1,4ad,2,8,00,00,00,00,00,00,00,02,9118
12.017730,1,4f0,2,8,00,00,85,00,00,94,e1,00,9119
12.018070,1,293,2,8,00,07,27,ff,38,00,0f,ff,9120
12.018280,1,353,2,8,32,64,4d,00,00,00,00,00,9121
12.018540,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9122
12.018750,1,3f3,2,8,5c,5a,04,87,ff,7f,00,80,9123
12.020080,1,217,2,8,25,03,ff,00,7f,ff,00,30,9124
12.020630,1,280,2,8,7f,59,02,00,00,05,11,dc,9125
12.020890,1,29b,2,8,00,f9,00,00,20,63,00,00,9126
12.021140,1,378,2,8,00,00,00,00,01,7f,01,7f,9127
12.021400,1,398,2,8,00,00,00,00,00,00,00,00,9128
12.021610,1,4f8,2,8,00,00,00,00,50,00,50,00,9129
12.021950,1,3d8,2,8,c8,00,00,00,00,00,00,00,9130
12.022720,1,215,2,8,43,54,c3,49,7b,49,13,49,9131
12.022980,1,255,2,8,08,80,00,00,03,54,03,54,9132
12.023190,1,375,2,8,00,00,00,00,53,ff,00,40,9133
12.023450,1,3cf,2,8,00,00,00,00,00,00,00,00,9134
12.023700,1,402,2,8,00,00,00,00,00,04,04,50,9135
12.025070,1,39a,2,8,a8,01,02,01,00,00,2e,0a,9136
12.025750,1,380,2,8,6e,00,1d,20,93,b9,6e,48,9137
12.026010,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9138
12.027160,1,45d,2,8,00,75,00,00,61,04,75,73,9139
12.028060,1,293,2,8,00,08,27,ff,40,00,0f,ff,9140
12.030100,1,217,2,8,25,03,ff,00,7f,ff,00,30,9141
12.030360,1,250,2,8,00,00,00,00,00,00,00,00,9142
12.030620,1,20b,2,8,c3,04,c3,ff,44,00,00,00,9143
12.030870,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9144
12.031080,1,257,2,8,30,7e,e2,06,d9,06,0c,e0,9145
12.031340,1,280,2,8,7f,d6,03,00,00,05,11,dc,9146
12.031550,1,294,2,8,7c,70,c8,01,80,00,80,00,9147
12.031810,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9148
12.032070,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9149
12.032320,1,2c8,2,8,00,00,02,00,02,00,00,00,9150
12.032540,1,312,2,8,00,20,8f,01,00,ff,00,01,9151
12.032790,1,295,2,8,24,33,90,06,ff,ff,80,00,9152
12.033050,1,2b5,2,8,03,00,02,00,24,00,00,00,9153
12.033260,1,315,2,8,00,02,50,77,00,63,ff,50,9154
12.033520,1,346,2,8,00,00,00,00,00,00,00,00,9155
12.033770,1,350,2,8,0f,02,00,00,00,ff,00,fc,9156
12.033990,1,397,2,8,00,80,00,00,80,bc,00,98,9157
12.034240,1,3eb,2,8,6e,00,62,00,00,00,00,00,9158
12.034500,1,422,2,8,38,00,00,00,01,3f,00,60,9159
12.034710,1,475,2,8,12,12,02,12,02,ee,12,ee,9160
12.037700,1,215,2,8,43,54,c3,49,7b,49,13,49,9161
12.037910,1,255,2,8,88,80,00,00,03,54,83,54,9162
12.038170,1,293,2,8,00,09,27,ff,48,00,0f,ff,9163
12.038420,1,375,2,8,00,00,00,00,53,ff,00,40,9164
12.038640,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9165
12.038890,1,3f3,2,8,5c,5a,05,88,ff,7f,00,80,9166
12.040220,1,217,2,8,25,0b,ff,00,7f,ff,00,c0,9167
12.040470,1,337,2,8,0a,00,3e,00,00,00,00,00,9168
12.040680,1,280,2,8,7f,5c,04,00,00,05,11,dc,9169
12.040940,1,29b,2,8,00,fa,00,00,20,53,00,00,9170
12.041200,1,378,2,8,00,00,00,00,01,7f,01,7f,9171
12.041450,1,398,2,8,00,00,00,00,00,00,00,00,9172
12.041670,1,457,2,8,40,00,09,60,06,92,40,80,9173
12.041920,1,477,2,8,02,69,00,d5,7f,42,02,00,9174
12.042180,1,3d8,2,8,c8,00,00,00,00,00,00,00,9175
12.042390,1,4f2,2,8,00,00,00,00,00,b6,02,b6,9176
12.042650,1,4f4,2,8,00,00,00,00,00,00,00,00,9177
12.042900,1,355,2,8,33,00,00,00,00,4b,00,00,9178
12.043160,1,4c5,2,8,00,00,00,00,90,00,4a,13,9179
12.043370,1,4d5,2,8,00,00,04,01,60,f1,4c,00,9180
12.043630,1,4f8,2,8,00,00,00,00,50,00,50,00,9181
12.043880,1,3cf,2,8,80,00,00,00,00,00,00,00,9182
12.044140,1,4fd,2,8,00,00,22,00,00,00,00,00,9183
12.045040,1,39a,2,8,a8,02,02,01,00,00,2e,0a,9184
12.045290,1,250,2,8,00,00,00,01,00,00,00,00,9185
12.045550,1,257,2,8,30,7e,e2,07,d9,06,0d,e0,9186
12.045760,1,20b,2,8,c3,05,c3,ff,48,00,00,00,9187
12.046020,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9188
12.046270,1,294,2,8,7c,70,c8,01,80,00,80,00,9189
12.046490,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9190
12.046740,1,380,2,8,6e,00,1d,20,94,b9,6e,bc,9191
12.046960,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9192
12.047210,1,2c8,2,8,00,00,02,00,02,00,00,00,9193
12.047470,1,397,2,8,00,00,00,00,00,3c,00,00,9194
12.047720,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9195
12.047940,1,4ad,2,8,00,00,00,00,00,00,00,02,9196
12.048190,1,293,2,8,00,0a,27,ff,50,00,0f,ff,9197
12.048450,1,353,2,8,32,64,4d,00,00,00,00,00,9198
12.050580,1,217,2,8,25,03,ff,00,7f,ff,00,40,9199
12.050840,1,280,2,8,7f,d3,05,00,00,05,11,dc,9200
12.051820,1,312,2,8,00,20,8f,02,00,ff,00,02,9201
12.052460,1,350,2,8,0f,02,00,00,00,ff,00,fc,9202
12.052720,1,4c0,2,8,b4,00,00,8a,00,7e,5b,7f,9203
12.052930,1,215,2,8,43,54,c3,49,7b,49,13,49,9204
12.053140,1,255,2,8,88,80,00,00,03,54,83,54,9205
12.053400,1,295,2,8,24,34,90,07,ff,ff,80,00,9206
12.053660,1,2b5,2,8,03,00,02,00,24,00,00,00,9207
12.053870,1,315,2,8,00,02,50,77,00,63,ff,50,9208
12.054120,1,375,2,8,00,00,00,00,53,ff,00,40,9209
12.057200,1,45d,2,8,00,75,00,00,61,04,75,77,9210
12.058010,1,293,2,8,00,0b,27,ff,58,00,0f,ff,9211
12.058260,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9212
12.058520,1,3f3,2,8,5c,5a,06,89,ff,7f,00,80,9213
12.060230,1,217,2,8,25,03,ff,00,7f,ff,00,40,9214
12.060440,1,250,2,8,00,00,00,00,00,00,00,00,9215
12.060700,1,20b,2,8,c3,06,c3,ff,4c,00,00,00,9216
12.060950,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9217
12.061160,1,257,2,8,30,7e,e2,08,d9,06,0e,e0,9218
12.061420,1,280,2,8,7f,5f,06,00,00,05,11,dc,9219
12.061680,1,294,2,8,7c,70,c8,01,80,00,80,00,9220
12.061890,1,29b,2,8,00,fb,00,00,20,43,00,00,9221
12.062150,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9222
12.062400,1,2c8,2,8,00,00,02,00,02,00,00,00,9223
12.062620,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9224
12.062870,1,346,2,8,00,00,00,00,00,00,00,00,9225
12.063130,1,378,2,8,00,00,00,00,01,7f,01,7f,9226
12.063380,1,397,2,8,00,00,00,00,00,3c,00,00,9227
12.063640,1,398,2,8,00,00,00,00,00,00,00,00,9228
12.063900,1,3cf,2,8,00,00,00,00,00,00,00,00,9229
12.064150,1,3d8,2,8,c8,00,00,00,00,00,00,00,9230
12.064360,1,3eb,2,8,6e,00,62,00,00,00,00,00,9231
12.064620,1,422,2,8,38,00,00,00,01,3f,00,60,9232
12.064830,1,475,2,8,12,12,02,12,02,ee,12,ee,9233
12.065090,1,39a,2,8,a8,02,02,01,00,00,2e,0a,9234
12.065350,1,337,2,8,0a,00,3e,00,00,00,00,00,9235
12.065560,1,4f0,2,8,00,00,85,00,00,94,e1,00,9236
12.065820,1,380,2,8,6f,00,1d,20,95,b9,6e,21,9237
12.066030,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9238
12.066280,1,4f7,2,8,80,24,00,00,27,10,55,9a,9239
12.066500,1,4f8,2,8,00,00,00,00,50,00,50,00,9240
12.066750,1,4ff,2,8,00,00,00,00,d5,93,9d,1e,9241
12.067740,1,215,2,8,43,54,c3,49,7b,49,13,49,9242
12.067950,1,255,2,8,88,80,00,00,03,54,83,54,9243
12.068200,1,293,2,8,00,0c,27,ff,60,00,0f,ff,9244
12.068460,1,375,2,8,00,00,00,00,53,ff,00,40,9245
12.070170,1,217,2,8,25,03,ff,00,7f,ff,00,50,9246
12.070640,1,280,2,8,7f,d0,07,00,00,05,11,dc,9247
12.070890,1,4fb,2,8,00,00,00,00,00,00,00,18,9248
12.071790,1,312,2,8,00,20,8f,03,00,ff,00,03,9249
12.072470,1,350,2,8,0f,02,00,00,00,ff,00,fc,9250
12.072730,1,295,2,8,24,35,90,08,ff,ff,80,00,9251
12.072980,1,2b5,2,8,03,00,02,00,24,00,00,00,9252
12.073200,1,315,2,8,00,02,50,77,00,63,ff,50,9253
12.073450,1,402,2,8,00,00,00,00,00,04,04,50,9254
12.075070,1,4ad,2,8,00,00,00,00,00,00,00,02,9255
12.075330,1,250,2,8,00,00,00,00,00,00,00,00,9256
12.075590,1,257,2,8,30,7e,e2,09,d9,06,0f,e0,9257
12.075800,1,20b,2,8,c3,07,c3,ff,50,00,00,00,9258
12.076060,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9259
12.076310,1,294,2,8,7c,70,c8,01,80,00,80,00,9260
12.076520,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9261
12.076780,1,397,2,8,00,00,00,00,00,3c,00,00,9262
12.077040,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9263
12.077290,1,2c8,2,8,00,00,02,00,02,00,00,00,9264
12.078060,1,293,2,8,00,0d,27,ff,68,00,0f,ff,9265
12.078320,1,353,2,8,32,64,4d,00,00,00,00,00,9266
12.078570,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9267
12.078790,1,3f3,2,8,5c,5a,07,8a,ff,7f,00,80,9268
12.080240,1,217,2,8,25,0b,ff,00,7f,ff,00,d0,9269
12.080490,1,457,2,8,40,00,09,60,06,92,40,80,9270
12.080710,1,280,2,8,7f,56,08,00,00,05,11,dc,9271
12.080960,1,29b,2,8,00,fc,00,00,20,33,00,00,9272
12.081220,1,378,2,8,00,00,00,00,01,7f,01,7f,9273
12.081470,1,398,2,8,00,00,00,00,00,00,00,00,9274
12.081690,1,477,2,8,02,69,00,d5,7f,42,02,00,9275
12.081940,1,4f8,2,8,00,00,00,00,50,00,50,00,9276
12.082200,1,3d8,2,8,c8,00,00,00,00,00,00,00,9277
12.082460,1,4fd,2,8,00,00,22,00,00,00,00,00,9278
12.082710,1,215,2,8,43,54,c3,49,7b,49,13,49,9279
12.082970,1,255,2,8,08,80,00,00,03,54,03,54,9280
12.083220,1,375,2,8,00,00,00,00,53,ff,00,40,9281
12.083650,1,3cf,2,8,00,00,00,00,00,00,00,00,9282
12.085060,1,39a,2,8,a8,01,02,00,00,00,2e,0a,9283
12.085830,1,380,2,8,6e,00,1d,20,96,b9,6e,9b,9284
12.086040,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9285
12.086300,1,53f,2,8,01,02,00,01,3f,00,00,00,9286
12.087230,1,45d,2,8,00,75,00,00,61,04,75,77,9287
12.088040,1,293,2,8,00,0e,27,ff,70,00,0f,ff,9288
12.090310,1,217,2,8,25,53,ff,00,7f,ff,00,50,9289
12.090520,1,250,2,8,00,00,00,01,00,00,00,00,9290
12.090780,1,20b,2,8,c3,08,c3,ff,54,00,00,00,9291
12.091030,1,24b,2,8,c8,c8,3d,f4,00,00,00,00,9292
12.091240,1,257,2,8,30,7e,e2,0a,d9,06,10,e0,9293
12.091500,1,280,2,8,7f,d9,09,00,00,05,11,dc,9294
12.091710,1,294,2,8,7c,70,c8,01,80,00,80,00,9295
12.091970,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9296
12.092230,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9297
12.092440,1,2c8,2,8,00,00,02,00,02,00,00,00,9298
12.092700,1,312,2,8,00,20,8f,04,00,ff,00,04,9299
12.092950,1,295,2,8,24,36,90,09,ff,ff,80,00,9300
12.093160,1,2b5,2,8,03,00,02,00,24,00,00,00,9301
12.093420,1,315,2,8,00,06,50,77,00,f3,ff,50,9302
12.093680,1,337,2,8,0a,80,3e,00,00,00,00,00,9303
12.093890,1,346,2,8,00,00,00,00,00,00,00,00,9304
12.094150,1,350,2,8,0f,02,00,00,00,ff,00,fc,9305
12.094400,1,355,2,8,33,00,00,00,00,4b,00,00,9306
12.094660,1,397,2,8,00,00,00,00,00,3c,80,00,9307
12.094910,1,3eb,2,8,6e,00,62,00,00,00,00,00,9308
12.095130,1,3f5,2,8,00,00,00,00,03,48,00,00,9309
12.095380,1,422,2,8,38,00,00,00,02,3f,00,60,9310
12.095640,1,437,2,8,03,00,00,20,13,40,00,00,9311
12.095850,1,475,2,8,12,12,02,12,02,ee,12,ee,9312
12.096110,1,4b5,2,8,01,00,00,00,00,00,00,00,9313
12.096360,1,4c5,2,8,00,00,00,00,94,00,4a,13,9314
12.096580,1,4d5,2,8,00,00,04,01,60,f1,4c,00,9315
12.097350,1,47d,2,8,00,00,00,00,18,01,5c,15,9316
12.097690,1,215,2,8,43,54,c3,49,7b,49,13,49,9317
12.097940,1,255,2,8,88,80,00,00,03,54,83,54,9318
12.098200,1,293,2,8,00,00,27,ff,00,00,0f,ff,9319
12.098410,1,375,2,8,00,00,00,00,53,ff,00,40,9320
12.098670,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9321
12.098920,1,3f3,2,8,5c,5a,08,8b,ff,7f,00,80,9322
12.100550,1,217,2,8,25,03,ff,00,7f,ff,00,60,9323
12.100760,1,280,2,8,7f,55,0a,00,00,05,11,dc,9324
12.101020,1,29b,2,8,00,fd,00,00,20,23,00,00,9325
12.101270,1,378,2,8,00,00,00,00,01,7f,01,7f,9326
12.101530,1,398,2,8,00,00,00,00,00,00,00,00,9327
12.101740,1,4f8,2,8,00,00,00,00,50,00,50,00,9328
12.102000,1,3d8,2,8,c8,00,00,00,00,00,00,00,9329
12.103400,1,3cf,2,8,00,00,00,00,00,00,00,00,9330
12.105070,1,39a,2,8,a8,01,02,01,00,00,2e,0a,9331
12.105320,1,250,2,8,00,00,00,00,00,00,00,00,9332
12.105580,1,20b,2,8,c3,09,c3,ff,58,00,00,00,9333
12.105790,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9334
12.106050,1,257,2,8,30,7e,e2,0b,d9,06,11,e0,9335
12.106310,1,294,2,8,7c,70,c8,01,80,00,80,00,9336
12.106520,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9337
12.106780,1,380,2,8,6f,00,1d,20,97,b9,6e,06,9338
12.106990,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9339
12.107240,1,2c8,2,8,00,00,02,00,02,00,00,00,9340
12.107500,1,397,2,8,00,80,00,00,80,bc,00,98,9341
12.107710,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9342
12.107970,1,4ad,2,8,00,00,00,00,00,00,00,02,9343
12.108230,1,293,2,8,00,01,27,ff,08,00,0f,ff,9344
12.108480,1,353,2,8,32,64,4d,00,00,00,00,00,9345
12.108700,1,4ba,2,8,4f,74,6d,37,19,10,02,31,9346
12.108950,1,4f0,2,8,00,00,85,00,00,94,e1,00,9347
12.110230,1,217,2,8,25,03,ff,00,7f,ff,00,60,9348
12.110740,1,280,2,8,7f,da,0b,00,00,05,11,dc,9349
12.111810,1,312,2,8,00,20,8f,05,00,ff,00,05,9350
12.112450,1,350,2,8,0f,02,00,00,00,ff,00,fc,9351
12.112710,1,4c0,2,8,b4,00,00,8a,00,7e,5b,7f,9352
12.112920,1,215,2,8,43,54,c3,49,7b,49,13,49,9353
12.113180,1,255,2,8,88,80,00,00,03,54,83,54,9354
12.113390,1,295,2,8,24,37,90,0a,ff,ff,80,00,9355
12.113640,1,2b5,2,8,03,00,02,00,24,00,00,00,9356
12.113900,1,315,2,8,00,02,50,77,00,63,ff,50,9357
12.114110,1,375,2,8,00,00,00,00,53,ff,00,40,9358
12.115140,1,337,2,8,0a,40,3e,00,00,00,00,00,9359
12.117230,1,45d,2,8,00,75,00,00,61,04,75,77,9360
12.118040,1,293,2,8,00,02,27,ff,10,00,0f,ff,9361
12.118250,1,3d3,2,8,00,00,00,e1,3a,20,06,67,9362
12.118510,1,3f3,2,8,5c,5a,09,8c,ff,7f,00,80,9363
12.120300,1,217,2,8,25,03,ff,00,7f,ff,00,70,9364
12.120560,1,250,2,8,00,00,00,00,00,00,00,00,9365
12.120810,1,20b,2,8,c3,0a,c3,ff,5c,00,00,00,9366
12.121030,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,9367
12.121280,1,257,2,8,30,7e,e2,0c,d9,06,12,e0,9368
12.121500,1,280,2,8,7f,50,0c,00,00,05,11,dc,9369
12.121750,1,294,2,8,7c,70,c8,01,80,00,80,00,9370
12.122010,1,29b,2,8,00,fe,00,00,20,13,00,00,9371
12.122220,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,9372
12.122480,1,2c8,2,8,00,00,02,00,02,00,00,00,9373
12.122730,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,9374
12.122990,1,346,2,8,00,00,00,00,00,00,00,00,9375
12.123240,1,378,2,8,00,00,00,00,01,7f,01,7f,9376
12.123500,1,397,2,8,00,00,00,00,00,3c,00,00,9377
12.123710,1,398,2,8,00,00,00,00,00,00,00,00,9378
12.123970,1,3cf,2,8,00,00,00,00,00,00,00,00,9379
12.124230,1,3d8,2,8,c8,00,00,00,00,00,00,00,9380
12.124480,1,3eb,2,8,6e,00,62,00,00,00,00,00,9381
12.124740,1,402,2,8,00,00,00,00,00,04,04,50,9382
12.124950,1,422,2,8,38,00,00,00,02,3f,00,60,9383
12.125210,1,39a,2,8,a8,04,02,01,00,00,2e,0a,9384
12.125420,1,457,2,8,40,00,09,60,06,92,00,80,9385
12.125680,1,475,2,8,12,12,02,12,02,ee,12,ee,9386
12.125890,1,380,2,8,6e,00,1d,20,98,b9,6e,6e,9387
12.126150,1,3b9,2,8,6e,00,85,00,6e,14,80,00,9388
12.126360,1,477,2,8,02,69,00,d5,7f,42,02,00,9389
12.126620,1,4f7,2,8,80,24,00,80,27,10,d5,9a,9390
12.126830,1,4f8,2,8,00,00,00,00,50,00,50,00,9391
12.127080,1,4fd,2,8,00,00,a2,00,00,00,00,00,9392
